statefips,year,ajd_total,jdd_total,ajd_female,ajd_male,jdd_female,jdd_male,pop_total,pop_female,pop_male
34,1992,28642,191440,7421.312867164612,20938.68837451935,78571.30053710938,104951.695098877,7814676,4037116,3777560
35,1992,-5219,28586,-3216.939009428024,-1693.06105017662,11493.1920375824,14652.80793190002,1555305,789537,765768
36,1992,27077,395284,6645.64805316925,28226.35342240334,171712.1421780586,207799.8548865318,18122510,9425679,8696831
37,1992,1257,145906,-2869.422502219677,6707.423027515411,62811.30524724722,75205.69535541534,6784280,3492395,3291885
38,1992,-3726,8849,-1764.500752419233,-582.4991700649261,3371.471204996109,3704.528566122055,635753,318799,316954
39,1992,18374,219165,3671.075144872069,18409.92523032427,95285.93814086914,112382.062669754,10945762,5667417,5278345
40,1992,-7598,54783,-2364.23455953598,-2561.765745803714,24488.38821059465,26042.61169171333,3175440,1628770,1546670
41,1992,-11177,60984,-4895.875301539898,-1429.12496984005,26629.30144500732,31938.69933986664,2928507,1487469,1441038
42,1992,9943,233067,-8700.170538306236,20112.16986012459,96642.0934305191,126065.911190033,11982164,6234206,5747958
44,1992,2449,23696,231.6999359130859,2566.300079345703,9981.318023681641,12735.6826171875,1010649,525381,485268
45,1992,-6233,76055,-4514.36064261198,-922.638569355011,33094.85432434082,38510.14637947083,3570404,1841350,1729054
46,1992,-7815,9530,-3696.951435029507,-2437.048471719027,3806.191957592964,4029.808244943619,703669,356736,346933
47,1992,-8790,103877,-5426.843292713165,1692.843173516914,44003.26862698793,52074.73302555084,4966587,2573246,2393341
48,1992,-34757,415347,-21709.17105336068,-7752.827990416437,174269.3211574554,211843.6856834888,17398005,8826427,8571578
